test_index,arxiv_id,paper_id,title,rank,raw_line_number,taxonomy_signal_score,taxonomy_ranking_score,taxonomy_signal_bucket,outline_node_count,reference_count,outline_path,pdf_path,tex_source_dir,raw_sha256
174,2301.03554,2301.03554,A systematic literature review of capstone courses in software engineering,174,1486,8,8,high,41,218,outlines/174_2301.03554.outline.json,pdf/174_2301.03554.pdf,tex_src/174_2301.03554,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
175,2301.04272,2301.04272,Data Distillation: A Survey,175,1487,8,8,high,10,171,outlines/175_2301.04272.outline.json,pdf/175_2301.04272.pdf,tex_src/175_2301.04272,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
176,2301.12416,2301.12416,Deep Learning for Human Parsing: A Survey,176,1501,8,8,high,21,205,outlines/176_2301.12416.outline.json,pdf/176_2301.12416.pdf,tex_src/176_2301.12416,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
177,2301.13445,2301.13445,A Survey of Explainable AI in Deep Visual Modeling: Methods and Metrics,177,1503,8,8,high,15,91,outlines/177_2301.13445.outline.json,pdf/177_2301.13445.pdf,tex_src/177_2301.13445,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
178,2302.03735,2302.03735,"Pre-train, Prompt and Recommendation: A Comprehensive Survey of Language Modelling Paradigm Adaptations in Recommender Systems",178,1514,8,8,high,14,73,outlines/178_2302.03735.outline.json,pdf/178_2302.03735.pdf,tex_src/178_2302.03735,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
179,2302.08054,2302.08054,Spectral 3D Computer Vision -- A Review,179,1523,8,8,high,24,89,outlines/179_2302.08054.outline.json,pdf/179_2302.08054.pdf,tex_src/179_2302.08054,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
180,2303.05012,2303.05012,Spatio-Temporal Trajectory Similarity Measures: A Comprehensive Survey and Quantitative Study,180,1551,8,8,high,29,132,outlines/180_2303.05012.outline.json,pdf/180_2303.05012.pdf,tex_src/180_2303.05012,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
181,2304.01651,2304.01651,Socio-economic landscape of digital transformation & public NLP systems: A critical review,181,1572,8,8,high,18,70,outlines/181_2304.01651.outline.json,pdf/181_2304.01651.pdf,tex_src/181_2304.01651,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
182,2304.10764,2304.10764,Hyperbolic Geometry in Computer Vision: A Survey,182,1593,8,8,high,7,64,outlines/182_2304.10764.outline.json,pdf/182_2304.10764.pdf,tex_src/182_2304.10764,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
183,2305.06611,2305.06611,Hyperbolic Deep Learning in Computer Vision: A Survey,183,1619,8,8,high,23,136,outlines/183_2305.06611.outline.json,pdf/183_2305.06611.pdf,tex_src/183_2305.06611,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
184,2306.12680,2306.12680,Recent Developments in Recommender Systems: A Survey,184,1676,8,8,high,27,279,outlines/184_2306.12680.outline.json,pdf/184_2306.12680.pdf,tex_src/184_2306.12680,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
185,2308.04603,2308.04603,A Brief Yet In-Depth Survey of Deep Learning-Based Image Watermarking,185,1731,8,8,high,11,69,outlines/185_2308.04603.outline.json,pdf/185_2308.04603.pdf,tex_src/185_2308.04603,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
186,2308.06140,2308.06140,Visual Overviews for Sheet Music Structure,186,1733,8,8,high,9,236,outlines/186_2308.06140.outline.json,pdf/186_2308.06140.pdf,tex_src/186_2308.06140,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
187,2309.01038,2309.01038,Neurosymbolic Reinforcement Learning and Planning: A Survey,187,1755,8,8,high,33,122,outlines/187_2309.01038.outline.json,pdf/187_2309.01038.pdf,tex_src/187_2309.01038,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
188,2310.02095,2310.02095,"A Survey on the Role of Crowds in Combating Online Misinformation: Annotators, Evaluators, and Creators",188,1790,8,8,high,41,120,outlines/188_2310.02095.outline.json,pdf/188_2310.02095.pdf,tex_src/188_2310.02095,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
189,2310.09743,2310.09743,Decoding Modular Reconfigurable Robots: A Survey on Mechanisms and Design,189,1805,8,8,high,39,125,outlines/189_2310.09743.outline.json,pdf/189_2310.09743.pdf,tex_src/189_2310.09743,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
190,2310.15676,2310.15676,Recent Advances in Multi-modal 3D Scene Understanding: A Comprehensive Survey and Evaluation,190,1816,8,8,high,41,281,outlines/190_2310.15676.outline.json,pdf/190_2310.15676.pdf,tex_src/190_2310.15676,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
191,2310.15826,2310.15826,One or Two Things We know about Concept Drift -- A Survey on Monitoring Evolving Environments,191,1817,8,8,high,25,93,outlines/191_2310.15826.outline.json,pdf/191_2310.15826.pdf,tex_src/191_2310.15826,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
192,2311.16346,2311.16346,Small and Dim Target Detection in IR Imagery: A Review,192,1859,8,8,high,30,89,outlines/192_2311.16346.outline.json,pdf/192_2311.16346.pdf,tex_src/192_2311.16346,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
193,2401.11734,2401.11734,Colorectal Polyp Segmentation in the Deep Learning Era: A Comprehensive Survey,193,1928,8,8,high,47,221,outlines/193_2401.11734.outline.json,pdf/193_2401.11734.pdf,tex_src/193_2401.11734,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
194,2402.01105,2402.01105,A Survey for Foundation Models in Autonomous Driving,194,1944,8,8,high,32,78,outlines/194_2402.01105.outline.json,pdf/194_2402.01105.pdf,tex_src/194_2402.01105,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
195,2402.01166,2402.01166,A Comprehensive Survey on 3D Content Generation,195,1945,8,8,high,25,138,outlines/195_2402.01166.outline.json,pdf/195_2402.01166.pdf,tex_src/195_2402.01166,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
196,2402.02000,2402.02000,A Survey on Graph Condensation,196,1953,8,8,high,21,58,outlines/196_2402.02000.outline.json,pdf/196_2402.02000.pdf,tex_src/196_2402.02000,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
197,2402.05355,2402.05355,A Survey on Safe Multi-Modal Learning System,197,1968,8,8,high,49,146,outlines/197_2402.05355.outline.json,pdf/197_2402.05355.pdf,tex_src/197_2402.05355,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
198,2402.09283,2402.09283,"Attacks, Defenses and Evaluations for LLM Conversation Safety: A Survey",198,1978,8,8,high,15,128,outlines/198_2402.09283.outline.json,pdf/198_2402.09283.pdf,tex_src/198_2402.09283,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
199,2402.12001,2402.12001,"A Survey on Extractive Knowledge Graph Summarization: Applications, Approaches, Evaluation, and Future Directions",199,1980,8,8,high,33,53,outlines/199_2402.12001.outline.json,pdf/199_2402.12001.pdf,tex_src/199_2402.12001,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
200,2402.15231,2402.15231,Which Model to Transfer? A Survey on Transferability Estimation,200,1985,8,8,high,29,68,outlines/200_2402.15231.outline.json,pdf/200_2402.15231.pdf,tex_src/200_2402.15231,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
201,2412.05252,2412.05252,From classical techniques to convolution-based models: A review of object detection algorithms,201,1992,8,8,high,20,36,outlines/201_2412.05252.outline.json,pdf/201_2412.05252.pdf,tex_src/201_2412.05252,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
202,2412.14088,2412.14088,Joint Perception and Prediction for Autonomous Driving: A Survey,202,2013,8,8,high,27,98,outlines/202_2412.14088.outline.json,pdf/202_2412.14088.pdf,tex_src/202_2412.14088,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
203,2502.09511,2502.09511,Diffusion Models for Molecules: A Survey of Methods and Tasks,203,2059,8,8,high,18,88,outlines/203_2502.09511.outline.json,pdf/203_2502.09511.pdf,tex_src/203_2502.09511,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
204,2502.11518,2502.11518,Generative Multi-Agent Collaboration in Embodied AI: A Systematic Review,204,2070,8,8,high,16,87,outlines/204_2502.11518.outline.json,pdf/204_2502.11518.pdf,tex_src/204_2502.11518,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
205,2503.09326,2503.09326,A Survey on Enhancing Causal Reasoning Ability of Large Language Models,205,2122,8,8,high,35,100,outlines/205_2503.09326.outline.json,pdf/205_2503.09326.pdf,tex_src/205_2503.09326,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
206,2503.11906,2503.11906,A Survey on SAR ship classification using Deep Learning,206,2127,8,8,high,62,119,outlines/206_2503.11906.outline.json,pdf/206_2503.11906.pdf,tex_src/206_2503.11906,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
207,2503.13299,2503.13299,A Survey on Transformer Context Extension: Approaches and Evaluation,207,2128,8,8,high,36,201,outlines/207_2503.13299.outline.json,pdf/207_2503.13299.pdf,tex_src/207_2503.13299,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
208,2503.13962,2503.13962,Survey of Adversarial Robustness in Multimodal Large Language Models,208,2130,8,8,high,37,75,outlines/208_2503.13962.outline.json,pdf/208_2503.13962.pdf,tex_src/208_2503.13962,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
209,2011.00519,2011.00519,CHIME: Cross-passage Hierarchical Memory Network for Generative Review Question Answering,209,840,7,8,high,10,55,outlines/209_2011.00519.outline.json,pdf/209_2011.00519.pdf,tex_src/209_2011.00519,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
210,2110.14245,2110.14245,Capturing Dynamics of Information Diffusion in SNS: A Survey of Methodology and Techniques,210,1100,7,8,high,41,390,outlines/210_2110.14245.outline.json,pdf/210_2110.14245.pdf,tex_src/210_2110.14245,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
211,2201.09651,2201.09651,Artefact Retrieval: Overview of NLP Models with Knowledge Base Access,211,1153,7,8,high,12,92,outlines/211_2201.09651.outline.json,pdf/211_2201.09651.pdf,tex_src/211_2201.09651,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
212,2204.00107,2204.00107,Comments on Comments: Where Code Review and Documentation Meet,212,1244,7,8,high,8,11,outlines/212_2204.00107.outline.json,pdf/212_2204.00107.pdf,tex_src/212_2204.00107,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
213,2208.09588,2208.09588,Review on Action Recognition for Accident Detection in Smart City Transportation Systems,213,1379,7,8,high,23,157,outlines/213_2208.09588.outline.json,pdf/213_2208.09588.pdf,tex_src/213_2208.09588,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
214,2212.13693,2212.13693,Parsing Objects at a Finer Granularity: A Survey,214,1479,7,8,high,21,288,outlines/214_2212.13693.outline.json,pdf/214_2212.13693.pdf,tex_src/214_2212.13693,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
215,2308.10135,2308.10135,A Review on Objective-Driven Artificial Intelligence,215,1739,7,8,high,11,13,outlines/215_2308.10135.outline.json,pdf/215_2308.10135.pdf,tex_src/215_2308.10135,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
216,2312.13033,2312.13033,Explainable artificial intelligence approaches for brain-computer interfaces: a review and design space,216,1893,7,8,high,18,161,outlines/216_2312.13033.outline.json,pdf/216_2312.13033.pdf,tex_src/216_2312.13033,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
217,2402.06904,2402.06904,Benchmarking Frameworks and Comparative Studies of Controller Area Network (CAN) Intrusion Detection Systems: A Review,217,1971,7,8,high,24,98,outlines/217_2402.06904.outline.json,pdf/217_2402.06904.pdf,tex_src/217_2402.06904,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
218,2412.16631,2412.16631,"Deep Learning for Spatio-Temporal Fusion in Land Surface Temperature Estimation: A Comprehensive Survey, Experimental Analysis, and Future Trends",218,2021,7,8,high,55,259,outlines/218_2412.16631.outline.json,pdf/218_2412.16631.pdf,tex_src/218_2412.16631,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
219,2412.17628,2412.17628,Editing Implicit and Explicit Representations of Radiance Fields: A Survey,219,2025,7,8,high,37,158,outlines/219_2412.17628.outline.json,pdf/219_2412.17628.pdf,tex_src/219_2412.17628,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
220,2502.08796,2502.08796,A Systematic Review on the Evaluation of Large Language Models in Theory of Mind Tasks,220,2055,7,8,high,12,187,outlines/220_2502.08796.outline.json,pdf/220_2502.08796.pdf,tex_src/220_2502.08796,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
221,2205.00299,2205.00299,A Survey of Machine Narrative Reading Comprehension Assessments,221,1283,6,8,high,16,273,outlines/221_2205.00299.outline.json,pdf/221_2205.00299.pdf,tex_src/221_2205.00299,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
222,2003.01648,2003.01648,A Survey on Big Data for Network Traffic Monitoring and Analysis,222,733,8,7,high,35,129,outlines/222_2003.01648.outline.json,pdf/222_2003.01648.pdf,tex_src/222_2003.01648,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
223,2001.09399,2001.09399,A Visual Analytics Framework for Reviewing Streaming Performance Data,223,719,7,7,high,29,104,outlines/223_2001.09399.outline.json,pdf/223_2001.09399.pdf,tex_src/223_2001.09399,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
224,2010.04145,2010.04145,A Survey On Anti-Spoofing Methods For Face Recognition with RGB Cameras of Generic Consumer Devices,224,824,7,7,high,12,350,outlines/224_2010.04145.outline.json,pdf/224_2010.04145.pdf,tex_src/224_2010.04145,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
225,2108.03438,2108.03438,Influence Maximization in Social Networks: A Survey of Behaviour-Aware Methods,225,1048,7,7,high,24,155,outlines/225_2108.03438.outline.json,pdf/225_2108.03438.pdf,tex_src/225_2108.03438,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
226,2109.04269,2109.04269,Asynchronous Federated Learning on Heterogeneous Devices: A Survey,226,1063,7,7,high,25,135,outlines/226_2109.04269.outline.json,pdf/226_2109.04269.pdf,tex_src/226_2109.04269,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
227,2202.06466,2202.06466,"Measuring ""Why"" in Recommender Systems: a Comprehensive Survey on the Evaluation of Explainable Recommendation",227,1178,7,7,high,13,165,outlines/227_2202.06466.outline.json,pdf/227_2202.06466.pdf,tex_src/227_2202.06466,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
228,2202.08235,2202.08235,Data Augmentation for Deep Graph Learning: A Survey,228,1193,7,7,high,15,226,outlines/228_2202.08235.outline.json,pdf/228_2202.08235.pdf,tex_src/228_2202.08235,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
229,2204.00932,2204.00932,Automatic Transformation of Natural to Unified Modeling Language: A Systematic Review,229,1245,7,7,high,33,87,outlines/229_2204.00932.outline.json,pdf/229_2204.00932.pdf,tex_src/229_2204.00932,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
230,2207.11812,2207.11812,"Federated Graph Machine Learning: A Survey of Concepts, Techniques, and Applications",230,1358,7,7,high,30,146,outlines/230_2207.11812.outline.json,pdf/230_2207.11812.pdf,tex_src/230_2207.11812,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
231,2207.14119,2207.14119,A Survey of Syntactic Modelling Structures in Biomedical Ontologies,231,1363,7,7,high,15,30,outlines/231_2207.14119.outline.json,pdf/231_2207.14119.pdf,tex_src/231_2207.14119,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
232,2208.11114,2208.11114,Survey of Persistent Memory Correctness Conditions,232,1386,7,7,high,12,21,outlines/232_2208.11114.outline.json,pdf/232_2208.11114.pdf,tex_src/232_2208.11114,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
233,2209.05294,2209.05294,A Review of Challenges in Machine Learning based Automated Hate Speech Detection,233,1396,7,7,high,17,28,outlines/233_2209.05294.outline.json,pdf/233_2209.05294.pdf,tex_src/233_2209.05294,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
234,2209.14369,2209.14369,Social Search: retrieving information in Online Social Platforms -- A Survey,234,1413,7,7,high,21,147,outlines/234_2209.14369.outline.json,pdf/234_2209.14369.pdf,tex_src/234_2209.14369,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
235,2211.01671,2211.01671,Visually Adversarial Attacks and Defenses in the Physical World: A Survey,235,1428,7,7,high,25,246,outlines/235_2211.01671.outline.json,pdf/235_2211.01671.pdf,tex_src/235_2211.01671,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
236,2212.03645,2212.03645,Systematic review of automatic translation of high-level security policy into firewall rules,236,1452,7,7,high,9,325,outlines/236_2212.03645.outline.json,pdf/236_2212.03645.pdf,tex_src/236_2212.03645,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
237,2301.05795,2301.05795,Poisoning Attacks and Defenses in Federated Learning: A Survey,237,1491,7,7,high,14,32,outlines/237_2301.05795.outline.json,pdf/237_2301.05795.pdf,tex_src/237_2301.05795,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
238,2301.13350,2301.13350,"A Survey on Digital Twins: Architecture, Enabling Technologies, Security and Privacy, and Future Prospects",238,1502,7,7,high,36,142,outlines/238_2301.13350.outline.json,pdf/238_2301.13350.pdf,tex_src/238_2301.13350,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
239,2302.00484,2302.00484,Digital Twin Applications in Urban Logistics: An Overview,239,1507,7,7,high,18,84,outlines/239_2302.00484.outline.json,pdf/239_2302.00484.pdf,tex_src/239_2302.00484,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
240,2302.01859,2302.01859,Generalizing to Unseen Elements: A Survey on Knowledge Extrapolation for Knowledge Graphs,240,1511,7,7,high,22,71,outlines/240_2302.01859.outline.json,pdf/240_2302.01859.pdf,tex_src/240_2302.01859,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
241,2302.11803,2302.11803,A Comprehensive Survey on Source-free Domain Adaptation,241,1535,7,7,high,32,226,outlines/241_2302.11803.outline.json,pdf/241_2302.11803.pdf,tex_src/241_2302.11803,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
242,2304.10837,2304.10837,A Comprehensive Review on Ontologies for Scenario-based Testing in the Context of Autonomous Driving,242,1594,7,7,high,7,49,outlines/242_2304.10837.outline.json,pdf/242_2304.10837.pdf,tex_src/242_2304.10837,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
243,2306.12532,2306.12532,Cloud-Native Architectural Characteristics and their Impacts on Software Quality: A Validation Survey,243,1674,7,7,high,16,26,outlines/243_2306.12532.outline.json,pdf/243_2306.12532.pdf,tex_src/243_2306.12532,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
244,2307.10616,2307.10616,Heterogeneous Federated Learning: State-of-the-art and Research Challenges,244,1709,7,7,high,26,262,outlines/244_2307.10616.outline.json,pdf/244_2307.10616.pdf,tex_src/244_2307.10616,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
245,2309.08754,2309.08754,Reproducible Domain-Specific Knowledge Graphs in the Life Sciences: a Systematic Literature Review,245,1769,7,7,high,7,175,outlines/245_2309.08754.outline.json,pdf/245_2309.08754.pdf,tex_src/245_2309.08754,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
246,2309.14365,2309.14365,An In-depth Survey of Large Language Model-based Artificial Intelligence Agents,246,1778,7,7,high,20,114,outlines/246_2309.14365.outline.json,pdf/246_2309.14365.pdf,tex_src/246_2309.14365,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
247,2309.14715,2309.14715,Explaining Deep Face Algorithms through Visualization: A Survey,247,1780,7,7,high,17,92,outlines/247_2309.14715.outline.json,pdf/247_2309.14715.pdf,tex_src/247_2309.14715,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
248,2310.05890,2310.05890,Solaris photometric survey: Search for circumbinary companions using eclipse timing variations,248,495,7,7,high,23,67,outlines/248_2310.05890.outline.json,pdf/248_2310.05890.pdf,tex_src/248_2310.05890,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
249,2311.06786,2311.06786,Explainability of Vision Transformers: A Comprehensive Review and New Perspectives,249,1841,7,7,high,19,101,outlines/249_2311.06786.outline.json,pdf/249_2311.06786.pdf,tex_src/249_2311.06786,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
250,2311.18636,2311.18636,End-to-end Autonomous Driving using Deep Learning: A Systematic Review,250,1863,7,7,high,23,41,outlines/250_2311.18636.outline.json,pdf/250_2311.18636.pdf,tex_src/250_2311.18636,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
251,2402.01830,2402.01830,PiCO: Peer Review in LLMs based on the Consistency Optimization,251,1952,7,7,high,11,70,outlines/251_2402.01830.outline.json,pdf/251_2402.01830.pdf,tex_src/251_2402.01830,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
252,2402.02932,2402.02932,Domain Adaptation of Multilingual Semantic Search -- Literature Review,252,1959,7,7,high,19,254,outlines/252_2402.02932.outline.json,pdf/252_2402.02932.pdf,tex_src/252_2402.02932,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
253,2402.12627,2402.12627,A Comprehensive Review of Machine Learning Advances on Data Change: A Cross-Field Perspective,253,1981,7,7,high,42,232,outlines/253_2402.12627.outline.json,pdf/253_2402.12627.pdf,tex_src/253_2402.12627,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
254,2412.14352,2412.14352,A Survey on LLM Inference-Time Self-Improvement,254,2014,7,7,high,22,171,outlines/254_2412.14352.outline.json,pdf/254_2412.14352.pdf,tex_src/254_2412.14352,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
255,2010.13814,2010.13814,Is it Great or Terrible? Preserving Sentiment in Neural Machine Translation of Arabic Reviews,255,836,6,7,high,17,45,outlines/255_2010.13814.outline.json,pdf/255_2010.13814.pdf,tex_src/255_2010.13814,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
256,2210.08510,2210.08510,The Gaia-ESO Survey: Old super-metal-rich visitors from the inner Galaxy,256,335,8,6,high,14,137,outlines/256_2210.08510.outline.json,pdf/256_2210.08510.pdf,tex_src/256_2210.08510,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
257,2211.14132,2211.14132,The Gaia-ESO Survey: Probing the lithium abundances in old metal-rich dwarf stars in the Solar vicinity,257,368,7,4,high,6,49,outlines/257_2211.14132.outline.json,pdf/257_2211.14132.pdf,tex_src/257_2211.14132,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
258,2310.08707,2310.08707,"The California Legacy Survey IV. Lonely, Poor, and Eccentric: A Comparison Between Solitary and Neighborly Gas Giants",258,497,7,4,high,17,94,outlines/258_2310.08707.outline.json,pdf/258_2310.08707.pdf,tex_src/258_2310.08707,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
259,2402.01364,2402.01364,Continual Learning for Large Language Models: A Survey,259,1947,7,4,high,25,114,outlines/259_2402.01364.outline.json,pdf/259_2402.01364.pdf,tex_src/259_2402.01364,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
260,2211.10719,2211.10719,Photometric Properties of Jupiter Trojans detected by the Dark Energy Survey,260,362,8,2,high,15,76,outlines/260_2211.10719.outline.json,pdf/260_2211.10719.pdf,tex_src/260_2211.10719,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
261,2106.14522,2106.14522,The eROSITA Final Equatorial-Depth Survey (eFEDS): The AGN Catalogue and its X-ray Spectral Properties,261,175,8,1,high,27,48,outlines/261_2106.14522.outline.json,pdf/261_2106.14522.pdf,tex_src/261_2106.14522,5938812a35aabe85f8b2a08d0408d70cdab1627ceeb008b93d82e3f76a01eca5
